81_parallel.json,timing,10,6,5,5,6,7,5,5,6,6,results,657592
81.json,timing,11,8,8,9,8,8,8,8,8,9,results,657592
113.json,timing,51,43,45,50,54,45,40,40,40,41,results,18382871
113_parallel.json,timing,30,25,27,22,24,22,36,37,31,31,results,18382871
126_parallel.json,timing,9495,7337,8911,7390,7865,7652,7037,6032,7721,7323,results,3136348028
126.json,timing,8724,8809,8754,8814,8772,8742,8783,8760,8772,8771,results,3136348028
5_parallel.json,timing,85,17,17,15,17,15,14,16,22,15,results,7491903
5.json,timing,26,21,19,20,21,20,18,21,20,19,results,7491903
99.json,timing,14,13,11,13,12,11,11,11,11,11,results,1490297
99_parallel.json,timing,8,7,7,6,6,7,6,7,7,7,results,1490297
44.json,timing,26,19,17,17,17,18,17,16,18,17,results,2101105
44_parallel.json,timing,12,13,12,11,12,11,13,23,11,12,results,2101105
123_parallel.json,timing,236,213,196,198,199,201,200,202,197,199,results,154355934
123.json,timing,310,302,308,311,303,306,304,309,303,306,results,154355934
22.json,timing,10,11,10,10,10,10,10,9,9,10,results,2488080
22_parallel.json,timing,7,7,6,6,8,7,7,7,8,7,results,2488080
15.json,timing,30,27,27,28,27,26,26,26,28,28,results,10223864
15_parallel.json,timing,16,18,18,16,16,16,16,15,19,16,results,10223864
85_parallel.json,timing,16,15,16,15,17,15,18,18,16,17,results,10862842
85.json,timing,23,23,23,23,21,23,24,22,22,23,results,10862842
93.json,timing,9,10,8,8,9,8,8,8,9,8,results,2162683
93_parallel.json,timing,7,7,8,8,7,8,7,8,8,8,results,2162683
135_parallel.json,timing,2924,2787,2989,3185,3255,3011,3065,3079,3085,2961,results,2263957167
135.json,timing,4645,4384,4375,4388,4382,4375,4373,4382,4375,4367,results,2263957167
17_parallel.json,timing,12,8,8,7,9,7,7,8,7,7,results,70752
17.json,timing,6,6,6,5,6,6,6,6,6,5,results,70752
92_parallel.json,timing,6,6,8,6,6,7,6,7,7,6,results,155561
92.json,timing,9,10,9,9,9,10,9,9,9,10,results,155561
100.json,timing,20,17,17,19,17,17,17,17,16,17,results,303210
100_parallel.json,timing,10,11,9,10,10,12,9,12,10,10,results,303210
72_parallel.json,timing,15,13,14,12,14,12,12,14,12,15,results,1582060
72.json,timing,18,18,18,18,18,19,18,19,18,18,results,1582060
18_parallel.json,timing,9,7,8,7,7,9,7,7,7,8,results,63500
18.json,timing,9,9,8,8,9,8,8,8,8,8,results,63500
106.json,timing,13,14,13,14,14,14,15,13,14,13,results,569476
106_parallel.json,timing,9,9,9,9,10,9,10,9,9,9,results,569476
50_parallel.json,timing,4,5,4,4,5,4,4,5,4,4,results,9812
50.json,timing,7,7,7,7,6,6,7,6,6,7,results,9812
52.json,timing,469,436,435,445,440,442,440,437,435,445,results,228748307
52_parallel.json,timing,339,318,316,317,318,321,317,317,316,312,results,228748307
2_parallel.json,timing,15,16,14,14,13,13,13,14,16,12,results,10220614
2.json,timing,21,22,23,22,21,22,23,23,22,20,results,10220614
115_parallel.json,timing,50,50,52,51,54,52,51,50,53,50,results,43927632
115.json,timing,95,96,94,96,95,95,96,94,95,96,results,43927632
36.json,timing,9,9,8,8,8,8,8,8,8,9,results,52313
36_parallel.json,timing,5,5,5,6,5,6,4,5,5,5,results,52313
53.json,timing,12,12,12,13,12,12,11,12,12,12,results,913441
53_parallel.json,timing,9,11,9,10,8,8,9,9,10,9,results,913441
78.json,timing,12,10,11,10,11,10,12,10,10,11,results,426751
78_parallel.json,timing,9,9,12,9,11,9,9,9,9,8,results,426751
8.json,timing,11,10,10,10,10,11,10,10,10,10,results,481420
8_parallel.json,timing,7,6,8,7,7,7,6,6,6,8,results,481420
91.json,timing,18,17,17,19,18,17,19,18,17,18,results,4197329
91_parallel.json,timing,10,9,9,11,9,9,9,9,10,9,results,4197329
65.json,timing,14,15,14,14,15,14,16,14,15,16,results,33955
65_parallel.json,timing,15,13,13,14,14,14,14,13,13,13,results,33955
96_parallel.json,timing,18,18,17,17,19,20,19,19,18,19,results,2016238
