81_parallel.json,timing,9,6,6,8,7,6,6,6,6,6,results,657592
81.json,timing,10,8,9,8,7,9,8,8,8,8,results,657592
113.json,timing,51,42,48,58,57,44,43,42,41,41,results,18382871
113_parallel.json,timing,34,34,34,35,39,44,44,46,46,43,results,18382871
126_parallel.json,timing,13302,7592,7099,7925,8092,7133,8031,7276,7709,8272,results,3136348028
126.json,timing,6716,8054,8042,7850,7872,7857,7853,7772,7779,7795,results,3136348028
5_parallel.json,timing,120,24,19,19,18,28,18,21,20,16,results,7491903
5.json,timing,22,20,20,17,20,20,18,19,19,19,results,7491903
99.json,timing,13,12,12,12,11,12,12,13,11,12,results,1490297
99_parallel.json,timing,10,12,11,10,9,9,9,8,9,10,results,1490297
44.json,timing,23,20,19,17,17,18,17,18,18,19,results,2101105
44_parallel.json,timing,15,15,14,13,14,15,13,13,13,12,results,2101105
123_parallel.json,timing,225,220,221,215,213,232,217,214,216,214,results,154355934
123.json,timing,299,286,296,287,290,293,300,286,297,293,results,154355934
22.json,timing,11,10,11,9,10,10,10,10,9,10,results,2488080
22_parallel.json,timing,9,9,10,10,9,8,9,8,8,10,results,2488080
15.json,timing,33,28,28,28,28,28,28,29,28,28,results,10223864
15_parallel.json,timing,21,21,21,22,20,20,20,21,21,19,results,10223864
85_parallel.json,timing,19,21,21,19,21,20,22,20,25,20,results,10862842
85.json,timing,22,23,23,23,24,23,25,22,23,25,results,10862842
93.json,timing,10,9,9,9,9,9,9,9,9,9,results,2162683
93_parallel.json,timing,10,8,10,8,8,9,9,8,10,8,results,2162683
135_parallel.json,timing,4292,3893,3874,3873,3878,4008,3877,3879,4287,3912,results,2263957167
135.json,timing,4773,4331,4328,4340,4322,4326,4330,4324,4329,4322,results,2263957167
17_parallel.json,timing,10,9,8,7,9,9,8,9,8,8,results,70752
17.json,timing,7,5,6,5,7,5,5,5,7,5,results,70752
92_parallel.json,timing,7,9,8,7,8,8,8,9,7,8,results,155561
92.json,timing,9,10,9,9,10,9,9,11,9,9,results,155561
100.json,timing,22,18,18,18,17,18,18,17,18,19,results,303210
100_parallel.json,timing,13,14,15,13,16,13,13,15,12,14,results,303210
72_parallel.json,timing,15,14,16,16,14,17,16,16,17,16,results,1582060
72.json,timing,18,18,18,18,19,18,19,19,18,18,results,1582060
18_parallel.json,timing,9,8,10,8,8,9,8,8,9,8,results,63500
18.json,timing,9,10,9,9,9,8,10,8,8,8,results,63500
106.json,timing,14,14,14,14,15,15,14,15,15,15,results,569476
106_parallel.json,timing,11,10,11,10,10,11,11,11,10,11,results,569476
50_parallel.json,timing,4,4,5,5,4,4,5,5,4,6,results,9812
50.json,timing,7,7,7,7,7,6,7,7,7,6,results,9812
52.json,timing,436,431,434,439,435,434,431,435,430,429,results,228748307
52_parallel.json,timing,340,346,344,350,347,346,350,343,346,343,results,228748307
2_parallel.json,timing,17,19,16,16,17,18,15,15,16,16,results,10220614
2.json,timing,23,22,22,21,22,23,23,21,21,23,results,10220614
115_parallel.json,timing,66,63,64,65,62,64,63,63,62,62,results,43927632
115.json,timing,93,92,96,94,94,96,92,94,93,94,results,43927632
36.json,timing,8,9,9,8,9,8,9,8,8,9,results,52313
36_parallel.json,timing,6,8,6,5,7,5,5,6,5,6,results,52313
53.json,timing,12,13,12,12,13,12,12,12,12,11,results,913441
53_parallel.json,timing,11,11,13,11,13,11,12,11,12,11,results,913441
78.json,timing,10,10,10,10,10,10,10,10,11,10,results,426751
78_parallel.json,timing,10,10,11,10,11,10,10,10,10,10,results,426751
8.json,timing,11,11,10,10,10,10,11,10,10,10,results,481420
8_parallel.json,timing,9,8,8,8,9,8,8,8,9,7,results,481420
91.json,timing,18,18,18,18,18,18,18,18,17,18,results,4197329
91_parallel.json,timing,14,12,13,12,14,11,14,12,11,11,results,4197329
65.json,timing,15,16,15,17,16,15,15,16,15,14,results,33955
65_parallel.json,timing,14,15,14,14,16,14,14,15,14,15,results,33955
96_parallel.json,timing,24,23,23,23,23,25,23,24,24,23,results,2016238
96.json,timing,28,28,28,29,28,29,28,29,28,29,results,2016238
64_parallel.json,timing,23,23,22,21,21,22,21,22,22,21,results,692609
64.json,timing,22,21,23,21,21,20,21,22,22,22,results,692609
83_parallel.json,timing,12,11,12,11,11,11,11,12,11,13,results,2323452
83.json,timing,15,13,14,14,15,13,14,14,14,13,results,2323452
66.json,timing,18,18,18,19,20,18,18,20,20,18,results,82213
66_parallel.json,timing,14,13,14,13,13,14,13,14,14,13,results,82213
82.json,timing,15,15,14,15,15,16,15,15,15,15,results,1771584
82_parallel.json,timing,13,12,13,12,13,12,12,13,13,12,results,1771584
95_parallel.json,timing,20,21,19,18,20,21,19,18,22,20,results,4254157
95.json,timing,23,23,23,22,24,23,24,23,24,22,results,4254157
35.json,timing,14,13,14,13,14,14,14,13,14,14,results,3169724
35_parallel.json,timing,9,9,10,9,9,9,11,9,9,8,results,3169724
28.json,timing,45,43,43,44,43,45,43,44,43,44,results,16049150
28_parallel.json,timing,30,30,30,33,29,30,30,30,30,30,results,16049150
14_parallel.json,timing,7,6,6,6,6,6,6,5,6,6,results,200
14.json,timing,8,8,8,8,8,8,8,8,9,8,results,200
136_parallel.json,timing,350,356,354,336,344,336,338,338,339,355,results,255355807
136.json,timing,495,485,487,487,498,493,484,491,499,493,results,255355807
4_parallel.json,timing,11,12,10,11,11,11,11,12,11,11,results,1709781
4.json,timing,13,11,12,13,12,12,12,12,11,12,results,1709781
124.json,timing,22,22,21,21,20,21,21,21,21,19,results,6351775
124_parallel.json,timing,13,15,16,14,15,13,15,13,16,15,results,6351775
138.json,timing,142,140,138,143,140,141,142,139,138,140,results,15677331
138_parallel.json,timing,123,123,123,122,123,120,120,120,123,123,results,15677331
13.json,timing,10,9,9,9,10,9,9,9,9,9,results,315516
13_parallel.json,timing,8,9,8,7,8,8,7,8,8,7,results,315516
10.json,timing,11,10,10,10,12,10,10,10,11,10,results,780683
10_parallel.json,timing,9,8,7,8,7,9,7,7,9,7,results,780683
6.json,timing,6,4,4,4,4,4,5,4,4,5,results,428612
6_parallel.json,timing,4,4,3,3,5,4,4,4,3,4,results,428612
112.json,timing,15,14,13,14,14,14,14,13,14,13,results,1839326
112_parallel.json,timing,14,14,14,13,13,13,13,13,14,13,results,1839326
133.json,timing,39,37,40,37,38,38,37,38,39,39,results,13971410
133_parallel.json,timing,31,33,30,31,31,31,31,31,31,30,results,13971410
39.json,timing,18,19,20,19,18,20,19,19,18,19,results,2034610
39_parallel.json,timing,16,14,13,14,13,15,13,13,15,13,results,2034610
63.json,timing,12,10,9,10,9,10,10,10,10,10,results,8893
63_parallel.json,timing,9,12,10,10,9,12,9,11,9,11,results,8893
41_parallel.json,timing,3,4,6,3,4,4,4,4,6,4,results,1717
