81_parallel.json,timing,8,8,6,6,5,5,6,6,7,6,results,657592
81.json,timing,11,8,9,8,8,9,8,8,8,9,results,657592
113.json,timing,55,51,55,58,53,52,46,43,42,43,results,18382871
113_parallel.json,timing,24,28,26,26,34,34,35,33,35,36,results,18382871
126_parallel.json,timing,9646,8100,8330,8414,7752,7549,6700,7803,7777,7135,results,3136348028
126.json,timing,8428,8821,8388,8636,8524,8532,8520,8525,8538,8496,results,3136348028
5_parallel.json,timing,156,24,20,24,17,17,20,19,17,17,results,7491903
5.json,timing,27,21,22,19,20,21,21,19,21,20,results,7491903
99.json,timing,14,13,12,11,11,11,11,11,11,11,results,1490297
99_parallel.json,timing,9,10,8,8,8,9,8,8,8,8,results,1490297
44.json,timing,25,17,18,17,17,17,18,18,17,17,results,2101105
44_parallel.json,timing,14,14,13,14,13,13,13,13,13,14,results,2101105
123_parallel.json,timing,184,183,185,187,187,183,185,180,182,179,results,154355934
123.json,timing,313,302,305,313,308,300,304,310,308,305,results,154355934
22.json,timing,10,11,10,10,10,10,10,10,9,10,results,2488080
22_parallel.json,timing,8,10,8,8,8,8,9,8,7,11,results,2488080
15.json,timing,32,30,28,28,28,28,28,30,29,28,results,10223864
15_parallel.json,timing,16,17,19,17,16,19,17,16,18,18,results,10223864
85_parallel.json,timing,19,17,18,19,17,19,18,19,18,19,results,10862842
85.json,timing,24,25,24,24,23,23,23,24,24,23,results,10862842
93.json,timing,9,10,8,9,9,8,9,9,8,9,results,2162683
93_parallel.json,timing,8,9,8,8,10,7,8,9,8,10,results,2162683
135_parallel.json,timing,3369,2853,2938,3156,2896,2852,2979,2750,2723,2787,results,2263957167
135.json,timing,4519,4285,4290,4320,4294,4296,4291,4293,4293,4292,results,2263957167
17_parallel.json,timing,11,9,10,8,10,8,8,8,8,8,results,70752
17.json,timing,6,6,5,6,6,5,5,6,5,5,results,70752
92_parallel.json,timing,9,8,7,9,10,8,10,8,9,8,results,155561
92.json,timing,10,10,9,12,9,10,9,9,11,9,results,155561
100.json,timing,22,19,18,17,18,19,18,17,18,17,results,303210
100_parallel.json,timing,12,15,12,12,12,13,13,12,13,13,results,303210
72_parallel.json,timing,17,19,19,15,17,18,16,17,18,19,results,1582060
72.json,timing,20,19,18,20,19,19,18,19,20,18,results,1582060
18_parallel.json,timing,9,9,9,8,10,9,9,9,9,10,results,63500
18.json,timing,9,11,9,8,9,8,9,9,8,9,results,63500
106.json,timing,16,13,14,15,14,13,15,13,14,14,results,569476
106_parallel.json,timing,10,11,10,11,10,12,10,12,10,13,results,569476
50_parallel.json,timing,6,7,5,7,6,5,7,5,5,6,results,9812
50.json,timing,7,7,6,7,7,7,8,6,7,7,results,9812
52.json,timing,451,444,449,452,442,443,440,445,443,443,results,228748307
52_parallel.json,timing,327,325,332,325,331,332,326,325,330,327,results,228748307
2_parallel.json,timing,14,15,12,14,12,14,12,13,12,15,results,10220614
2.json,timing,24,23,24,22,23,22,24,24,22,23,results,10220614
115_parallel.json,timing,50,46,52,48,52,51,55,49,51,48,results,43927632
115.json,timing,96,96,96,98,95,97,98,97,95,98,results,43927632
36.json,timing,9,8,8,8,8,8,8,8,8,8,results,52313
36_parallel.json,timing,5,5,7,5,5,7,5,5,7,5,results,52313
53.json,timing,13,13,12,13,13,12,13,12,12,14,results,913441
53_parallel.json,timing,12,10,12,10,11,10,11,10,11,11,results,913441
78.json,timing,11,10,11,10,11,10,11,10,10,10,results,426751
78_parallel.json,timing,11,11,12,11,12,12,11,13,11,12,results,426751
8.json,timing,12,10,11,10,10,11,10,11,10,10,results,481420
8_parallel.json,timing,8,8,7,7,8,9,8,9,8,8,results,481420
91.json,timing,19,18,19,18,17,18,18,17,19,18,results,4197329
91_parallel.json,timing,11,11,11,13,10,13,10,13,10,12,results,4197329
65.json,timing,17,15,16,15,16,16,18,15,15,15,results,33955
65_parallel.json,timing,14,14,16,14,16,17,14,14,15,14,results,33955
96_parallel.json,timing,18,19,18,20,19,18,20,20,20,19,results,2016238
96.json,timing,27,29,28,29,28,30,28,28,29,28,results,2016238
64_parallel.json,timing,21,19,21,18,19,20,21,22,21,20,results,692609
64.json,timing,23,21,20,21,21,23,22,20,21,21,results,692609
83_parallel.json,timing,10,10,11,10,10,10,11,10,12,10,results,2323452
83.json,timing,17,15,14,15,13,14,14,13,14,13,results,2323452
66.json,timing,18,19,18,18,18,19,18,19,18,19,results,82213
66_parallel.json,timing,14,16,15,18,17,16,14,16,16,15,results,82213
82.json,timing,15,17,14,15,16,14,16,15,15,15,results,1771584
82_parallel.json,timing,11,13,11,12,11,12,12,13,11,13,results,1771584
95_parallel.json,timing,16,14,17,17,14,15,15,16,17,15,results,4254157
95.json,timing,24,24,23,25,22,24,22,24,23,24,results,4254157
35.json,timing,15,13,15,14,14,15,13,14,13,15,results,3169724
35_parallel.json,timing,9,7,7,8,7,9,8,8,10,7,results,3169724
28.json,timing,44,45,45,45,44,45,44,45,44,44,results,16049150
28_parallel.json,timing,15,17,16,14,17,14,15,17,14,16,results,16049150
14_parallel.json,timing,6,6,6,7,6,7,7,6,6,6,results,200
14.json,timing,8,8,8,8,8,8,8,8,8,8,results,200
136_parallel.json,timing,327,328,327,329,326,332,331,325,323,327,results,255355807
136.json,timing,495,492,485,488,493,502,490,491,496,496,results,255355807
4_parallel.json,timing,11,11,10,10,11,10,10,10,9,10,results,1709781
4.json,timing,12,12,12,12,12,12,12,16,12,12,results,1709781
124.json,timing,21,20,21,20,21,21,20,20,20,20,results,6351775
124_parallel.json,timing,13,12,14,13,12,15,12,13,13,12,results,6351775
138.json,timing,144,140,140,140,143,140,146,140,145,142,results,15677331
138_parallel.json,timing,93,89,91,91,90,92,92,91,91,91,results,15677331
13.json,timing,9,9,9,9,10,9,9,9,9,10,results,315516
13_parallel.json,timing,7,9,7,7,8,7,7,9,7,7,results,315516
10.json,timing,10,12,10,10,10,10,10,9,10,10,results,780683
10_parallel.json,timing,8,7,9,7,7,9,7,8,7,7,results,780683
6.json,timing,5,5,5,5,4,5,4,4,6,5,results,428612
6_parallel.json,timing,4,4,4,4,4,4,4,5,4,3,results,428612
112.json,timing,15,13,13,13,14,14,13,14,13,13,results,1839326
112_parallel.json,timing,15,14,17,14,14,14,14,13,14,14,results,1839326
133.json,timing,39,37,38,38,39,38,37,36,38,37,results,13971410
133_parallel.json,timing,29,27,29,27,29,30,28,28,28,28,results,13971410
39.json,timing,19,19,19,19,19,18,18,19,19,18,results,2034610
39_parallel.json,timing,12,14,13,13,14,13,15,13,14,14,results,2034610
63.json,timing,10,11,10,10,10,10,9,11,10,11,results,8893
63_parallel.json,timing,10,10,10,12,10,10,10,11,10,10,results,8893
41_parallel.json,timing,6,5,4,6,6,4,6,4,5,8,results,1717
41.json,timing,5,7,5,5,5,5,5,5,5,5,results,1717
71.json,timing,171,175,172,172,175,172,171,172,173,172,results,58623592
71_parallel.json,timing,124,120,119,120,120,119,119,119,119,119,results,58623592
129_parallel.json,timing,18,16,19,17,17,16,18,17,16,18,results,914210
129.json,timing,19,17,16,16,16,16,16,17,17,16,results,914210
59_parallel.json,timing,405,403,402,403,400,394,407,402,401,396,results,88962973
59.json,timing,466,467,472,470,465,480,474,472,474,483,results,88962973
9_parallel.json,timing,9,9,8,8,9,8,8,11,9,9,results,698213
9.json,timing,13,13,12,13,11,12,12,13,12,13,results,698213
134_parallel.json,timing,13,12,13,15,14,13,13,13,13,16,results,16698
134.json,timing,15,14,14,14,13,15,14,13,15,13,results,16698
132_parallel.json,timing,12,12,12,14,12,11,13,12,13,12,results,96484
132.json,timing,16,16,17,15,15,16,15,16,17,15,results,96484
43_parallel.json,timing,11,12,13,14,11,12,10,12,10,13,results,7661811
43.json,timing,20,18,20,20,18,19,19,19,19,19,results,7661811
51.json,timing,183,190,183,183,184,182,182,185,182,183,results,86914174
51_parallel.json,timing,102,106,102,103,109,101,106,103,104,105,results,86914174
34.json,timing,1132,1132,1128,1136,1195,1126,1149,1142,1135,1134,results,593169291
34_parallel.json,timing,846,860,853,862,849,851,862,852,856,862,results,593169291
37_parallel.json,timing,21,16,15,15,14,14,16,15,15,15,results,1633681
37.json,timing,15,13,14,13,13,13,13,13,14,14,results,1633681
40.json,timing,6,6,6,6,6,7,6,7,6,6,results,28565
40_parallel.json,timing,8,6,6,7,6,6,7,6,6,6,results,28565
49_parallel.json,timing,29,30,29,29,32,31,31,28,31,30,results,18597973
49.json,timing,49,50,49,50,48,50,49,49,49,50,results,18597973
116.json,timing,13,13,12,12,12,12,12,12,13,12,results,986987
116_parallel.json,timing,13,11,12,12,12,11,12,12,12,15,results,986987
97.json,timing,127,125,124,127,127,124,125,125,124,126,results,56359398
97_parallel.json,timing,92,90,92,92,91,93,93,92,92,91,results,56359398
33_parallel.json,timing,10,11,10,11,10,11,10,10,11,11,results,6299
33.json,timing,10,10,10,10,10,10,10,10,10,10,results,6299
29_parallel.json,timing,9,9,7,8,8,7,10,8,7,9,results,595820
29.json,timing,13,11,12,11,12,12,12,11,11,11,results,595820
46_parallel.json,timing,18,16,17,17,19,18,18,17,17,19,results,454094
46.json,timing,21,17,16,17,16,17,16,17,18,16,results,454094
144.json,timing,84,83,84,85,84,84,83,88,83,86,results,18762969
144_parallel.json,timing,38,37,40,40,39,37,36,38,38,39,results,18762969
48.json,timing,11,11,10,10,11,11,10,10,10,10,results,224
48_parallel.json,timing,9,9,9,9,11,9,10,9,9,10,results,224
89_parallel.json,timing,9,8,8,11,9,9,9,8,10,9,results,1356723
89.json,timing,11,11,11,10,10,12,11,11,10,11,results,1356723
77.json,timing,34,31,31,30,31,31,32,30,30,31,results,5982882
77_parallel.json,timing,16,17,16,18,19,16,17,19,19,16,results,5982882
57.json,timing,6,6,6,6,6,6,6,5,6,6,results,5091
57_parallel.json,timing,6,5,5,5,4,4,4,4,5,7,results,5091
86.json,timing,15,18,15,15,16,15,17,15,15,15,results,209182
86_parallel.json,timing,12,14,12,13,12,12,12,11,11,12,results,209182
131_parallel.json,timing,14,14,14,15,14,17,14,15,15,14,results,2863626
131.json,timing,23,24,22,22,22,22,22,22,22,21,results,2863626
90.json,timing,12,11,11,10,11,11,12,10,11,12,results,582617
90_parallel.json,timing,9,9,9,10,9,9,9,9,11,9,results,582617
32_parallel.json,timing,29,29,31,32,31,31,29,30,29,29,results,19402569
32.json,timing,50,47,50,47,49,48,51,49,49,48,results,19402569
117.json,timing,23,21,24,22,23,23,23,22,21,22,results,354388
117_parallel.json,timing,14,16,14,14,14,16,16,15,14,16,results,354388
119_parallel.json,timing,9,8,10,8,8,9,8,8,9,8,results,1936953
119.json,timing,12,13,12,12,12,12,12,13,12,14,results,1936953
25_parallel.json,timing,12,10,13,11,12,11,11,11,11,11,results,176191
25.json,timing,13,12,12,12,12,12,12,11,12,11,results,176191
3_parallel.json,timing,6,7,6,8,6,6,6,6,6,6,results,1458075
3.json,timing,10,10,9,10,9,10,9,9,11,9,results,1458075
84_parallel.json,timing,20,21,19,17,20,21,19,18,20,18,results,10993951
84.json,timing,26,27,26,26,27,25,26,25,25,27,results,10993951
104_parallel.json,timing,27,27,25,26,26,25,25,25,26,25,results,11075893
104.json,timing,40,38,38,40,40,39,40,37,39,39,results,11075893
94_parallel.json,timing,8,7,7,7,7,7,7,7,8,7,results,1100297
