81_parallel.json,timing,8,7,7,5,7,5,6,7,5,6,results,657592
81.json,timing,11,8,9,8,8,8,9,9,8,8,results,657592
113.json,timing,53,43,42,41,42,42,42,42,42,42,results,18382871
113_parallel.json,timing,30,26,30,24,25,29,34,38,38,29,results,18382871
126_parallel.json,timing,8160,9065,6511,5964,7139,7051,5885,6864,7365,6572,results,3136348028
126.json,timing,9171,7593,7247,7253,7239,7247,7256,7237,7244,7233,results,3136348028
5_parallel.json,timing,98,21,23,20,20,16,18,18,15,16,results,7491903
5.json,timing,27,21,19,21,19,20,20,21,22,18,results,7491903
99.json,timing,15,12,11,14,11,11,12,12,11,12,results,1490297
99_parallel.json,timing,14,13,8,11,7,8,11,10,9,7,results,1490297
44.json,timing,25,17,19,17,17,17,17,16,17,17,results,2101105
44_parallel.json,timing,15,14,14,13,12,12,14,12,12,12,results,2101105
123_parallel.json,timing,217,205,208,205,215,205,203,202,205,203,results,154355934
123.json,timing,305,299,301,293,301,300,297,293,315,303,results,154355934
22.json,timing,10,10,10,10,10,9,11,10,10,10,results,2488080
22_parallel.json,timing,8,8,7,7,9,7,7,8,8,7,results,2488080
15.json,timing,30,28,28,29,28,28,28,30,29,28,results,10223864
15_parallel.json,timing,19,17,18,20,17,20,19,18,16,16,results,10223864
85_parallel.json,timing,17,15,17,17,16,17,18,15,19,16,results,10862842
85.json,timing,25,24,24,24,24,24,25,24,23,25,results,10862842
93.json,timing,10,9,9,9,8,9,8,9,9,9,results,2162683
93_parallel.json,timing,9,8,8,9,8,8,9,7,8,7,results,2162683
135_parallel.json,timing,3586,3444,3010,2974,3296,3182,3049,3060,2877,2800,results,2263957167
135.json,timing,4577,4316,4310,4310,4304,4305,4317,4313,4314,4307,results,2263957167
17_parallel.json,timing,12,8,8,7,10,8,7,8,7,7,results,70752
17.json,timing,6,6,5,5,5,6,6,5,6,6,results,70752
92_parallel.json,timing,9,6,8,7,7,8,7,6,7,7,results,155561
92.json,timing,10,11,9,9,9,9,10,10,10,10,results,155561
100.json,timing,26,18,17,17,18,18,17,19,19,17,results,303210
100_parallel.json,timing,10,11,11,11,11,12,10,12,11,11,results,303210
72_parallel.json,timing,16,15,13,13,14,16,15,14,13,16,results,1582060
72.json,timing,20,20,18,20,20,19,20,18,19,18,results,1582060
18_parallel.json,timing,9,8,7,7,8,7,7,8,7,8,results,63500
18.json,timing,9,8,8,10,8,8,9,8,8,9,results,63500
106.json,timing,15,14,15,14,15,14,14,15,14,15,results,569476
106_parallel.json,timing,10,9,9,11,9,11,10,9,11,10,results,569476
50_parallel.json,timing,5,5,5,4,5,4,5,4,7,4,results,9812
50.json,timing,7,7,7,7,7,7,7,7,6,7,results,9812
52.json,timing,440,437,444,436,439,432,434,438,432,432,results,228748307
52_parallel.json,timing,315,309,317,313,312,313,311,311,313,313,results,228748307
2_parallel.json,timing,14,14,13,14,12,15,13,13,12,13,results,10220614
2.json,timing,23,23,24,23,21,24,23,23,22,22,results,10220614
115_parallel.json,timing,53,49,51,47,54,50,50,51,49,50,results,43927632
