duration(µs),method,variant,query
2958352,BinaryJoin,flatten,18a
2612750,Yannakakis,flatten,18a
2928764,BinaryJoin,flatten,18a
2638468,Yannakakis,flatten,18a
3500933,BinaryJoin,flatten,18a
3342311,Yannakakis,flatten,18a
388472,BinaryJoin,flatten,2d
337755,Yannakakis,flatten,2d
412673,BinaryJoin,flatten,2d
287393,Yannakakis,flatten,2d
276737,BinaryJoin,flatten,2d
376617,Yannakakis,flatten,2d
284158,BinaryJoin,flatten,2d
292981,Yannakakis,flatten,2d
286351,BinaryJoin,flatten,2d
261223,Yannakakis,flatten,2d
272026,BinaryJoin,flatten,2d
257415,Yannakakis,flatten,2d
260013,BinaryJoin,flatten,2d
255711,Yannakakis,flatten,2d
257788,BinaryJoin,flatten,2d
257650,Yannakakis,flatten,2d
264815,BinaryJoin,flatten,2d
263077,Yannakakis,flatten,2d
261651,BinaryJoin,flatten,2d
272442,Yannakakis,flatten,2d
319041,BinaryJoin,flatten,2b
331887,Yannakakis,flatten,2b
312718,BinaryJoin,flatten,2b
274541,Yannakakis,flatten,2b
245035,BinaryJoin,flatten,2b
236888,Yannakakis,flatten,2b
258455,BinaryJoin,flatten,2b
302233,Yannakakis,flatten,2b
277159,BinaryJoin,flatten,2b
284567,Yannakakis,flatten,2b
330495,BinaryJoin,flatten,2b
324198,Yannakakis,flatten,2b
247672,BinaryJoin,flatten,2b
243111,Yannakakis,flatten,2b
244764,BinaryJoin,flatten,2b
291763,Yannakakis,flatten,2b
248051,BinaryJoin,flatten,2b
241801,Yannakakis,flatten,2b
246549,BinaryJoin,flatten,2b
302148,Yannakakis,flatten,2b
1165187,BinaryJoin,flatten,16c
1110663,Yannakakis,flatten,16c
1114672,BinaryJoin,flatten,16c
1019331,Yannakakis,flatten,16c
1233650,BinaryJoin,flatten,16c
1109068,Yannakakis,flatten,16c
992858,BinaryJoin,flatten,16c
1200188,Yannakakis,flatten,16c
1119787,BinaryJoin,flatten,16c
1173661,Yannakakis,flatten,16c
965868,BinaryJoin,flatten,16c
906345,Yannakakis,flatten,16c
922069,BinaryJoin,flatten,16c
1044762,Yannakakis,flatten,16c
1064081,BinaryJoin,flatten,16c
1003904,Yannakakis,flatten,16c
917054,BinaryJoin,flatten,16c
1011282,Yannakakis,flatten,16c
1169735,BinaryJoin,flatten,16c
1111104,Yannakakis,flatten,16c
1744148,BinaryJoin,flatten,14a
1698742,Yannakakis,flatten,14a
1752257,BinaryJoin,flatten,14a
1757084,Yannakakis,flatten,14a
1724728,BinaryJoin,flatten,14a
1809732,Yannakakis,flatten,14a
1720593,BinaryJoin,flatten,14a
1716960,Yannakakis,flatten,14a
1718691,BinaryJoin,flatten,14a
1707572,Yannakakis,flatten,14a
1719058,BinaryJoin,flatten,14a
1709436,Yannakakis,flatten,14a
1707650,BinaryJoin,flatten,14a
1703066,Yannakakis,flatten,14a
1692747,BinaryJoin,flatten,14a
1822756,Yannakakis,flatten,14a
1968877,BinaryJoin,flatten,14a
1684098,Yannakakis,flatten,14a
1734142,BinaryJoin,flatten,14a
1687505,Yannakakis,flatten,14a
3471710,BinaryJoin,flatten,29a
3475760,Yannakakis,flatten,29a
3471789,BinaryJoin,flatten,29a
3513946,Yannakakis,flatten,29a
4404862,BinaryJoin,flatten,29a
3602157,Yannakakis,flatten,29a
3635549,BinaryJoin,flatten,29a
3424871,Yannakakis,flatten,29a
3552530,BinaryJoin,flatten,29a
3735872,Yannakakis,flatten,29a
4528049,BinaryJoin,flatten,29a
4508801,Yannakakis,flatten,29a
3764832,BinaryJoin,flatten,29a
3833414,Yannakakis,flatten,29a
4081988,BinaryJoin,flatten,29a
4220335,Yannakakis,flatten,29a
3978316,BinaryJoin,flatten,29a
3627721,Yannakakis,flatten,29a
3531049,BinaryJoin,flatten,29a
3393896,Yannakakis,flatten,29a
3064944,BinaryJoin,flatten,22d
1883229,Yannakakis,flatten,22d
3132982,BinaryJoin,flatten,22d
2160988,Yannakakis,flatten,22d
2909646,BinaryJoin,flatten,22d
2027834,Yannakakis,flatten,22d
2632074,BinaryJoin,flatten,22d
2328452,Yannakakis,flatten,22d
2554950,BinaryJoin,flatten,22d
2586138,Yannakakis,flatten,22d
2987694,BinaryJoin,flatten,22d
1953387,Yannakakis,flatten,22d
2413701,BinaryJoin,flatten,22d
1934264,Yannakakis,flatten,22d
3087830,BinaryJoin,flatten,22d
2292609,Yannakakis,flatten,22d
2609452,BinaryJoin,flatten,22d
1855435,Yannakakis,flatten,22d
2427227,BinaryJoin,flatten,22d
2195662,Yannakakis,flatten,22d
2955104,BinaryJoin,flatten,22c
2063797,Yannakakis,flatten,22c
2343031,BinaryJoin,flatten,22c
2063569,Yannakakis,flatten,22c
2535550,BinaryJoin,flatten,22c
2274362,Yannakakis,flatten,22c
2873719,BinaryJoin,flatten,22c
2172827,Yannakakis,flatten,22c
2807538,BinaryJoin,flatten,22c
2786019,Yannakakis,flatten,22c
2941802,BinaryJoin,flatten,22c
2866765,Yannakakis,flatten,22c
2544348,BinaryJoin,flatten,22c
2022459,Yannakakis,flatten,22c
2595651,BinaryJoin,flatten,22c
2013015,Yannakakis,flatten,22c
2930785,BinaryJoin,flatten,22c
2255377,Yannakakis,flatten,22c
2775225,BinaryJoin,flatten,22c
2265091,Yannakakis,flatten,22c
323521,BinaryJoin,flatten,1d
320809,Yannakakis,flatten,1d
407986,BinaryJoin,flatten,1d
417485,Yannakakis,flatten,1d
416879,BinaryJoin,flatten,1d
424764,Yannakakis,flatten,1d
406695,BinaryJoin,flatten,1d
368037,Yannakakis,flatten,1d
334906,BinaryJoin,flatten,1d
363117,Yannakakis,flatten,1d
372277,BinaryJoin,flatten,1d
394161,Yannakakis,flatten,1d
366831,BinaryJoin,flatten,1d
348227,Yannakakis,flatten,1d
374932,BinaryJoin,flatten,1d
391225,Yannakakis,flatten,1d
349575,Bina
